id,paciente_nome,cpf,procedimento,codigo_tuss,executado,prescricao,dente,dentista,dentista_email,cro_dentista,created_at,fraude,status,motivo_atencao,suspicious
2599,Rodrigo Nascimento,71434558142,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 37, classe I oclusal",Sem prescrição medicamentosa,31,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2023-12-28T00:00:00,0.0,normal,,False
2600,Simone Barros,32528809549,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 45, classe I oclusal",Sem prescrição medicamentosa,38,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2023-12-28T00:00:00,0.0,normal,,False
2601,Fabio Cunha,80500978891,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 41, classe I oclusal",Sem prescrição medicamentosa,43,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2023-12-28T00:00:00,0.0,normal,,False
2602,Raquel Melo,65423511674,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 23, classe I oclusal",Sem prescrição medicamentosa,16,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2023-12-28T00:00:00,0.0,normal,,False
2603,João Santos,36541458685,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,41,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2023-12-28T00:00:00,0.0,normal,,False
2604,Adriana Torres,47510799139,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Azitromicina 500mg - 1 comp. 8/8h por 7 dias,27,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2023-12-29T00:00:00,1.0,atencao,Prescrição farmacológica sem procedimento compatível,True
2605,Renata Ramos,81080132678,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,35,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2023-12-29T00:00:00,0.0,normal,,False
2606,Sergio Caldeira,67632016309,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 16 - sessão 1/3,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,11,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2023-12-29T00:00:00,1.0,atencao,Canal 23 dias após profilaxia (indica problema pré-existente não detectado) | Canal 1 dias após clareamento (altamente suspeito < 14 dias),True
2607,Carlos Rodrigues,43634957824,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 45 - sessão 3/3,Paracetamol 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,17,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2023-12-29T00:00:00,0.0,normal,,False
2608,Bruno Araújo,60256342113,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 31, classe I oclusal",Sem prescrição medicamentosa,25,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2023-12-29T00:00:00,0.0,normal,,False
2609,Sergio Caldeira,67632016309,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,15,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2024-01-01T00:00:00,1.0,atencao,Profilaxia repetida em 26 dias (mínimo normal: 90 dias),True
2610,Eduardo Nogueira,38637940285,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,32,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-01-01T00:00:00,0.0,normal,,False
2611,Fernanda Lima,55940781691,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 36 - sessão 3/3,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,48,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-01-01T00:00:00,1.0,atencao,Canal 6 dias após profilaxia (indica problema pré-existente não detectado),True
2612,Simone Barros,57773872171,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,21,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-01-01T00:00:00,0.0,normal,,False
2613,Cristina Azevedo,34060883506,Extração Dentária Simples,84000018.0,Exodontia do dente 11 com técnica minimamente invasiva,Amoxicilina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 750mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,23,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-01-01T00:00:00,0.0,normal,,False
2614,Bruno Araújo,60256342113,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 43,Sem prescrição medicamentosa,18,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-01-01T00:00:00,0.0,normal,,False
2615,Bruno Araújo,87083172757,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,16,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2024-01-02T00:00:00,0.0,normal,,False
2616,Luciana Cavalcanti,64005242740,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 13, classe I oclusal",Sem prescrição medicamentosa,28,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2024-01-02T00:00:00,0.0,normal,,False
2617,Cristina Azevedo,96507527300,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 24, classe I oclusal",Sem prescrição medicamentosa,33,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2024-01-02T00:00:00,0.0,normal,,False
2618,Cristina Azevedo,85435346231,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 26 - sessão 2/3,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,25,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2024-01-03T00:00:00,1.0,atencao,Canal 12 dias após profilaxia (indica problema pré-existente não detectado),True
2619,Leonardo Freitas,46872343052,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 41,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,35,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-01-03T00:00:00,0.0,normal,,False
2620,Fabio Cunha,4966319340,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,15,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-01-03T00:00:00,0.0,normal,,False
2621,Bruno Araújo,87083172757,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,31,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-01-03T00:00:00,0.0,normal,,False
2622,Camila Ferreira,70482814802,Extração Dentária Simples,84000018.0,Exodontia do dente 46 com técnica minimamente invasiva,Paracetamol 750mg - 1 comp. 6/6h se dor,14,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-01-03T00:00:00,0.0,normal,,False
2623,Patricia Ribeiro,9232719371,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 28,Sem prescrição medicamentosa,24,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-01-03T00:00:00,0.0,normal,,False
2624,Eduardo Nogueira,68011280511,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,46,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-01-03T00:00:00,0.0,normal,,False
2625,Larissa Dias,80184514606,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 23, classe I oclusal",Sem prescrição medicamentosa,12,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2024-01-04T00:00:00,0.0,normal,,False
2626,Carlos Rodrigues,36783777006,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 12,Azitromicina 500mg - 1 comp. 8/8h por 7 dias,43,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-01-04T00:00:00,0.0,normal,,False
2627,Gustavo Pinto,15951484693,Extração Dentária Simples,84000018.0,Exodontia do dente 21 com técnica minimamente invasiva,Sem prescrição medicamentosa,42,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-01-04T00:00:00,0.0,normal,,False
2628,Eduardo Nogueira,38637940285,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 14 - sessão 3/3,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,48,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-01-05T00:00:00,1.0,atencao,Canal 4 dias após clareamento (altamente suspeito < 14 dias),True
2629,Fernanda Lima,55940781691,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,28,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-01-05T00:00:00,1.0,atencao,Profilaxia repetida em 10 dias (mínimo normal: 90 dias),True
2630,Renata Ramos,27743487300,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,43,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-01-05T00:00:00,0.0,normal,,False
2631,Adriana Torres,12411824424,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Sem prescrição medicamentosa,21,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2024-01-05T00:00:00,0.0,normal,,False
2632,Camila Ferreira,70482814802,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,48,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-01-05T00:00:00,0.0,normal,,False
2633,Carlos Rodrigues,84959310367,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 14 - sessão 1/3,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,22,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-01-05T00:00:00,0.0,normal,,False
2634,Gustavo Pinto,15951484693,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,13,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-01-08T00:00:00,1.0,atencao,Profilaxia repetida em 17 dias (mínimo normal: 90 dias),True
2635,Mariana Cardoso,64823662954,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 22,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 750mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,36,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-01-08T00:00:00,0.0,normal,,False
2636,Cristina Azevedo,96507527300,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,37,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-01-08T00:00:00,0.0,normal,,False
2637,Carlos Rodrigues,43634957824,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Sem prescrição medicamentosa,44,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-01-08T00:00:00,0.0,normal,,False
2638,Gabriela Castro,89513433242,Extração Dentária Simples,84000018.0,Exodontia do dente 21 com técnica minimamente invasiva,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,46,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2024-01-09T00:00:00,0.0,normal,,False
2639,Roberto Castro,41316475247,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,22,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-01-09T00:00:00,0.0,normal,,False
2640,Rodrigo Nascimento,71434558142,Extração Dentária Simples,84000018.0,Exodontia do dente 25 com técnica minimamente invasiva,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,27,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-01-09T00:00:00,0.0,normal,,False
2641,Vinicius Fernandes,1543039170,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,32,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2024-01-09T00:00:00,0.0,normal,,False
2642,Gustavo Pinto,15951484693,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 12,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,41,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-01-09T00:00:00,0.0,normal,,False
2643,Monica Neves,27298069977,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Nimesulida 100mg - 1 comp. 12/12h por 3 dias,23,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-01-09T00:00:00,0.0,normal,,False
2644,Henrique Moura,56855744443,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 31,Sem prescrição medicamentosa,26,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-01-10T00:00:00,0.0,normal,,False
2645,Sergio Caldeira,26284987749,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,27,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-01-10T00:00:00,1.0,atencao,Profilaxia repetida em 40 dias (mínimo normal: 90 dias),True
2646,Patricia Ribeiro,9232719371,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 12, classe I oclusal",Sem prescrição medicamentosa,38,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-01-10T00:00:00,0.0,normal,,False
2647,Gustavo Pinto,15951484693,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 38,Amoxicilina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,37,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-01-10T00:00:00,0.0,normal,,False
2648,Fernanda Lima,55940781691,Extração Dentária Simples,84000018.0,Exodontia do dente 48 com técnica minimamente invasiva,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,34,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-01-10T00:00:00,0.0,normal,,False
2649,Anderson Moreira,53287101269,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 34,Sem prescrição medicamentosa,24,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-01-11T00:00:00,0.0,normal,,False
2650,Henrique Moura,71331509807,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 45,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,28,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-01-11T00:00:00,0.0,normal,,False
2651,Gustavo Pinto,94531473701,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,43,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2024-01-11T00:00:00,0.0,normal,,False
2652,Renata Ramos,81080132678,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Sem prescrição medicamentosa,26,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-01-11T00:00:00,0.0,normal,,False
2653,Vinicius Fernandes,73602606473,Extração Dentária Simples,84000018.0,Exodontia do dente 37 com técnica minimamente invasiva,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor,23,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-01-12T00:00:00,0.0,normal,,False
2654,Mariana Cardoso,37556464121,Extração Dentária Simples,84000018.0,Exodontia do dente 44 com técnica minimamente invasiva,Amoxicilina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,15,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-01-12T00:00:00,0.0,normal,,False
2655,Eduardo Nogueira,38637940285,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 34 - sessão 2/3,Paracetamol 500mg - 1 comp. 6/6h se dor,43,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2024-01-12T00:00:00,1.0,atencao,Canal 11 dias após clareamento (altamente suspeito < 14 dias),True
2656,Fernanda Lima,96556981656,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,16,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-01-12T00:00:00,0.0,normal,,False
2657,Amanda Carvalho,13518233700,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Sem prescrição medicamentosa,17,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-01-12T00:00:00,0.0,normal,,False
2658,Cristina Azevedo,34060883506,Extração Dentária Simples,84000018.0,Exodontia do dente 48 com técnica minimamente invasiva,Paracetamol 500mg - 1 comp. 6/6h se dor,37,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-01-12T00:00:00,0.0,normal,,False
2659,Camila Ferreira,8121913667,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,35,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-01-12T00:00:00,1.0,atencao,Profilaxia repetida em 22 dias (mínimo normal: 90 dias),True
2660,Vanessa Mendes,7337543336,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 45, classe I oclusal",Sem prescrição medicamentosa,25,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-01-12T00:00:00,0.0,normal,,False
2661,Renata Ramos,27743487300,Extração Dentária Simples,84000018.0,Exodontia do dente 32 com técnica minimamente invasiva,Paracetamol 500mg - 1 comp. 6/6h se dor,45,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-01-15T00:00:00,0.0,normal,,False
2662,Simone Barros,57773872171,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,22,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2024-01-15T00:00:00,0.0,normal,,False
2663,Carlos Rodrigues,36783777006,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 27 - sessão 2/3,Paracetamol 750mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,31,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-01-15T00:00:00,0.0,normal,,False
2664,Fernanda Lima,96556981656,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 15 - sessão 1/3,Amoxicilina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 750mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,45,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2024-01-15T00:00:00,1.0,atencao,Canal 3 dias após clareamento (altamente suspeito < 14 dias),True
2665,Ricardo Teixeira,53419283261,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,45,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-01-16T00:00:00,0.0,normal,,False
2666,Simone Barros,32528809549,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 18 - sessão 2/3,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,24,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-01-16T00:00:00,1.0,atencao,Canal 20 dias após profilaxia (indica problema pré-existente não detectado),True
2667,Mariana Cardoso,37556464121,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,13,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2024-01-16T00:00:00,1.0,atencao,Profilaxia repetida em 20 dias (mínimo normal: 90 dias),True
2668,Leonardo Freitas,46872343052,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 11,Paracetamol 750mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,42,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-01-16T00:00:00,0.0,normal,,False
2669,Patricia Ribeiro,9232719371,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,15,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-01-17T00:00:00,0.0,normal,,False
2670,Luciana Cavalcanti,26916697857,Extração Dentária Simples,84000018.0,Exodontia do dente 41 com técnica minimamente invasiva,Paracetamol 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,14,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-01-17T00:00:00,0.0,normal,,False
2671,Gustavo Pinto,15951484693,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 17,Sem prescrição medicamentosa,18,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-01-17T00:00:00,0.0,normal,,False
2672,Fabio Cunha,80500978891,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Sem prescrição medicamentosa,16,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-01-17T00:00:00,0.0,normal,,False
2673,Henrique Moura,96383465740,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 12 - sessão 2/3,Paracetamol 500mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,38,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-01-17T00:00:00,0.0,normal,,False
2674,Anderson Moreira,41395376719,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 21,Sem prescrição medicamentosa,23,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2024-01-17T00:00:00,0.0,normal,,False
2675,Juliana Souza,83842513550,Extração Dentária Simples,84000018.0,Exodontia do dente 15 com técnica minimamente invasiva,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Paracetamol 750mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,47,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-01-17T00:00:00,0.0,normal,,False
2676,Leonardo Freitas,64835030591,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 27 - sessão 1/3,Paracetamol 750mg - 1 comp. 6/6h se dor,13,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2024-01-17T00:00:00,0.0,normal,,False
2677,Simone Barros,32528809549,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 18, classe I oclusal",Sem prescrição medicamentosa,16,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2024-01-18T00:00:00,0.0,normal,,False
2678,Camila Ferreira,8121913667,Extração Dentária Simples,84000018.0,Exodontia do dente 14 com técnica minimamente invasiva,Sem prescrição medicamentosa,25,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2024-01-18T00:00:00,0.0,normal,,False
2679,Simone Barros,35348740136,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 41, classe I oclusal",Sem prescrição medicamentosa,12,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2024-01-19T00:00:00,0.0,normal,,False
2680,Juliana Souza,85067165782,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 37,Sem prescrição medicamentosa,12,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2024-01-19T00:00:00,0.0,normal,,False
